round,ligand_id,smiles,MW,cLogP,logD7.4,logD7.4_est,TPSA,HBD,HBA,RotB,logS_ESOL_est,efflux_risk_0to2,E_dock,CNS_MPO_TE2052,Ki_note
R3,emap3_Bn-4Br_OCH2CH2CF2CH2CH2F,CCN(Cc1ccc(Br)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,588.453,4.743,,4.058,82.250,0,5,12,-5.684,2,-6.298,2.400,
R3,emap3_Bn-4Br_CH2CH2CF2CH2CH2CHF2,CCN(Cc1ccc(Br)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,576.417,5.065,,4.456,73.020,0,4,10,-5.944,2,-5.802,2.400,
R3,emap3_Bn-4Br_CH2CH2CF2CH2CH2CF3,CCN(Cc1ccc(Br)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,594.407,5.362,,4.753,73.020,0,4,9,-6.309,2,-6.551,1.800,
R3,emap3_Bn-4OMe_Me,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,431.496,2.854,,2.169,82.250,0,5,7,-3.851,0,-5.989,5.400,
R3,emap3_Bn-4OMe_Et,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,445.523,3.337,,2.652,82.250,0,5,8,-4.177,0,-6.114,5.400,
R3,emap3_Bn-4OMe_nPr,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,459.550,3.727,,3.042,82.250,0,5,9,-4.443,0,-5.933,5.400,
R3,emap3_Bn-4OMe_nBu,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,473.577,4.117,,3.432,82.250,0,5,10,-4.710,0,-6.152,4.800,
R3,emap3_Bn-4OMe_CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,449.486,3.244,,2.559,82.250,0,5,8,-4.143,0,-6.140,5.400,
R3,emap3_Bn-4OMe_CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,463.513,3.287,,2.601,82.250,0,5,9,-4.190,0,-5.817,5.400,
R3,emap3_Bn-4OMe_CH2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,477.540,3.677,,2.991,82.250,0,5,10,-4.457,0,-6.065,5.400,
R3,emap3_Bn-4OMe_CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,467.476,3.712,,3.027,82.250,0,5,8,-4.549,0,-5.197,5.400,
R3,emap3_Bn-4OMe_CH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,481.503,3.582,,2.897,82.250,0,5,9,-4.488,0,-6.300,5.400,
R3,emap3_Bn-4OMe_CH2CH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,495.530,3.973,,3.287,82.250,0,5,10,-4.755,0,-5.778,5.400,
R3,emap3_Bn-4OMe_CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,485.466,3.794,,3.108,82.250,0,5,7,-4.778,0,-5.652,5.400,
R3,emap3_Bn-4OMe_CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,499.493,3.880,,3.194,82.250,0,5,8,-4.853,0,-5.672,5.400,
R3,emap3_Bn-4OMe_CH2CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,513.520,4.270,,3.584,82.250,0,5,9,-5.120,1,-5.900,4.200,
R3,emap3_Bn-4OMe_OCH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,465.485,3.176,,2.414,91.480,0,6,9,-4.133,1,-5.845,4.800,
R3,emap3_Bn-4OMe_OCH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,497.502,3.514,,2.752,91.480,0,6,10,-4.478,1,-5.820,4.800,
R3,emap3_Bn-4OMe_OCH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,515.492,3.811,,3.049,91.480,0,6,9,-4.843,2,-6.298,4.200,
R3,emap3_Bn-4OMe_OCH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,479.512,3.218,,2.456,91.480,0,6,10,-4.181,1,-6.031,4.800,
R3,emap3_Bn-4OMe_OCH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,529.519,3.854,,3.091,91.480,0,6,10,-4.891,2,-6.272,4.200,
R3,emap3_Bn-4OMe_OCH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,511.529,3.557,,2.794,91.480,0,6,11,-4.526,2,-5.799,4.200,
R3,emap3_Bn-4OMe_OCH2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,493.539,3.261,,2.499,91.480,0,6,11,-4.228,1,-5.348,4.800,
R3,emap3_Bn-4OMe_OCH2CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,543.546,4.244,,3.481,91.480,0,6,11,-5.158,2,-5.044,3.600,
R3,emap3_Bn-4OMe_CH2SiMe3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,503.679,4.195,,3.509,82.250,0,5,9,-5.011,1,-5.468,4.200,
R3,emap3_Bn-4OMe_CH2CH2SiMe3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C,517.706,4.656,,3.970,82.250,0,5,10,-5.323,1,-5.806,3.600,
R3,emap3_Bn-4OMe_OSiMe3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C,505.651,3.581,,2.818,91.480,0,6,9,-4.637,2,-5.350,4.200,
R3,emap3_Bn-4OMe_CH2SiEt3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC,545.760,5.365,,4.680,82.250,0,5,12,-5.812,2,-5.302,2.400,
R3,emap3_Bn-4OMe_tBu,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C,473.577,4.072,,3.387,82.250,0,5,7,-4.880,0,-5.617,4.800,
R3,emap3_Bn-4OMe_BnCH2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C,521.621,4.674,,3.989,82.250,0,5,9,-5.425,1,-5.851,3.600,
R3,emap3_Bn-4OMe_PhCH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF,525.584,4.776,,4.091,82.250,0,5,9,-5.514,1,-5.986,3.000,
R3,emap3_Bn-4OMe_OCH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,497.502,3.514,,2.752,91.480,0,6,10,-4.478,1,-5.523,4.800,
R3,emap3_Bn-4OMe_OCH2CH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,511.529,3.557,,2.794,91.480,0,6,11,-4.526,2,-5.368,4.200,
R3,emap3_Bn-4OMe_CH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,467.476,3.712,,3.027,82.250,0,5,8,-4.549,0,-5.754,5.400,
R3,emap3_Bn-4OMe_CH2CH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,481.503,3.582,,2.897,82.250,0,5,9,-4.488,0,-6.015,5.400,
R3,emap3_Bn-4OMe_OCH2CH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,525.556,3.947,,3.184,91.480,0,6,12,-4.793,2,-6.077,4.200,
R3,emap3_Bn-4OMe_CH2CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,531.510,4.218,,3.532,82.250,0,5,9,-5.199,1,-6.365,4.200,
R3,emap3_Bn-4OMe_CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,517.483,4.348,,3.662,82.250,0,5,8,-5.259,1,-6.336,4.200,
R3,emap3_Bn-4OMe_CH2CH2CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,545.537,4.608,,3.922,82.250,0,5,10,-5.465,1,-5.889,3.600,
R3,emap3_Bn-4OMe_CH2CH2CF2CH3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,477.540,3.675,,2.990,82.250,0,5,9,-4.522,0,-6.204,5.400,
R3,emap3_Bn-4OMe_OCH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,547.509,4.149,,3.387,91.480,0,6,10,-5.189,2,-5.796,3.600,
R3,emap3_Bn-4OMe_OCH2CF2CH3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,493.539,3.607,,2.845,91.480,0,6,10,-4.512,1,-5.396,4.800,
R3,emap3_Bn-4OMe_OCH2CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,561.536,4.192,,3.429,91.480,0,6,11,-5.236,2,-5.881,3.000,
R3,emap3_Bn-4OMe_CH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,481.503,3.755,,3.069,82.250,0,5,9,-4.597,0,-5.387,5.400,
R3,emap3_Bn-4OMe_CH2CH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,495.530,3.625,,2.939,82.250,0,5,10,-4.536,0,-5.464,5.400,
R3,emap3_Bn-4OMe_OCH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,511.529,3.557,,2.794,91.480,0,6,11,-4.526,2,-5.403,4.200,
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,513.520,3.921,,3.235,82.250,0,5,10,-4.834,1,-5.671,4.800,
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,531.510,4.218,,3.532,82.250,0,5,9,-5.199,1,-6.386,4.200,
R3,emap3_Bn-4OMe_OCH2CH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,525.556,3.599,,2.837,91.480,0,6,12,-4.574,2,-6.097,4.200,
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,509.557,4.015,,3.330,82.250,0,5,11,-4.803,1,-5.298,4.200,
R3,emap3_Bn-4OMe_CH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,495.530,4.145,,3.460,82.250,0,5,10,-4.864,0,-5.081,4.800,
R3,emap3_Bn-4OMe_CH2CF2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,499.493,4.051,,3.365,82.250,0,5,9,-4.895,0,-5.439,4.800,
R3,emap3_Bn-4OMe_CH2CF2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,517.483,4.348,,3.662,82.250,0,5,8,-5.259,1,-6.316,4.200,
R3,emap3_Bn-4OMe_OCH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,525.556,3.947,,3.184,91.480,0,6,12,-4.793,2,-5.781,4.200,
R3,emap3_Bn-4OMe_OCH2CH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,539.583,3.989,,3.227,91.480,0,6,13,-4.841,2,-5.936,4.200,
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,527.547,4.311,,3.625,82.250,0,5,11,-5.100,1,-6.080,4.200,
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,545.537,4.608,,3.922,82.250,0,5,10,-5.465,1,-5.871,3.600,
R3,emap3_Bn-3OMe_Me,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,431.496,2.854,,2.169,82.250,0,5,7,-3.851,0,-5.690,5.400,
R3,emap3_Bn-3OMe_Et,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,445.523,3.337,,2.652,82.250,0,5,8,-4.177,0,-5.783,5.400,
R3,emap3_Bn-3OMe_nPr,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,459.550,3.727,,3.042,82.250,0,5,9,-4.443,0,-5.952,5.400,
R3,emap3_Bn-3OMe_nBu,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,473.577,4.117,,3.432,82.250,0,5,10,-4.710,0,-5.519,4.800,
R3,emap3_Bn-3OMe_CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,449.486,3.244,,2.559,82.250,0,5,8,-4.143,0,-5.779,5.400,
R3,emap3_Bn-3OMe_CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,463.513,3.287,,2.601,82.250,0,5,9,-4.190,0,-5.879,5.400,
R3,emap3_Bn-3OMe_CH2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,477.540,3.677,,2.991,82.250,0,5,10,-4.457,0,-6.045,5.400,
R3,emap3_Bn-3OMe_CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,467.476,3.712,,3.027,82.250,0,5,8,-4.549,0,-6.371,5.400,
R3,emap3_Bn-3OMe_CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,481.503,3.582,,2.897,82.250,0,5,9,-4.488,0,-6.241,5.400,
R3,emap3_Bn-3OMe_CH2CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,495.530,3.973,,3.287,82.250,0,5,10,-4.755,0,-6.133,5.400,
R3,emap3_Bn-3OMe_CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,485.466,3.794,,3.108,82.250,0,5,7,-4.778,0,-6.075,5.400,
R3,emap3_Bn-3OMe_CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,499.493,3.880,,3.194,82.250,0,5,8,-4.853,0,-6.143,5.400,
R3,emap3_Bn-3OMe_CH2CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,513.520,4.270,,3.584,82.250,0,5,9,-5.120,1,-6.374,4.200,
R3,emap3_Bn-3OMe_OCH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,465.485,3.176,,2.414,91.480,0,6,9,-4.133,1,-6.206,4.800,
R3,emap3_Bn-3OMe_OCH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,497.502,3.514,,2.752,91.480,0,6,10,-4.478,1,-6.327,4.800,
R3,emap3_Bn-3OMe_OCH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,515.492,3.811,,3.049,91.480,0,6,9,-4.843,2,-6.353,4.200,
R3,emap3_Bn-3OMe_OCH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,479.512,3.218,,2.456,91.480,0,6,10,-4.181,1,-5.720,4.800,
R3,emap3_Bn-3OMe_OCH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,529.519,3.854,,3.091,91.480,0,6,10,-4.891,2,-5.958,4.200,
R3,emap3_Bn-3OMe_OCH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,511.529,3.557,,2.794,91.480,0,6,11,-4.526,2,-5.477,4.200,
R3,emap3_Bn-3OMe_OCH2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,493.539,3.261,,2.499,91.480,0,6,11,-4.228,1,-5.898,4.800,
R3,emap3_Bn-3OMe_OCH2CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,543.546,4.244,,3.481,91.480,0,6,11,-5.158,2,-6.348,3.600,
R3,emap3_Bn-3OMe_CH2SiMe3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,503.679,4.195,,3.509,82.250,0,5,9,-5.011,1,-6.334,4.200,
R3,emap3_Bn-3OMe_CH2CH2SiMe3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C,517.706,4.656,,3.970,82.250,0,5,10,-5.323,1,-5.477,3.600,
R3,emap3_Bn-3OMe_OSiMe3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C,505.651,3.581,,2.818,91.480,0,6,9,-4.637,2,-6.127,4.200,
R3,emap3_Bn-3OMe_CH2SiEt3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC,545.760,5.365,,4.680,82.250,0,5,12,-5.812,2,-5.769,2.400,
R3,emap3_Bn-3OMe_tBu,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C,473.577,4.072,,3.387,82.250,0,5,7,-4.880,0,-6.451,4.800,
R3,emap3_Bn-3OMe_BnCH2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C,521.621,4.674,,3.989,82.250,0,5,9,-5.425,1,-6.842,3.600,
R3,emap3_Bn-3OMe_PhCH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF,525.584,4.776,,4.091,82.250,0,5,9,-5.514,1,-5.783,3.000,
R3,emap3_Bn-3OMe_OCH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,497.502,3.514,,2.752,91.480,0,6,10,-4.478,1,-6.132,4.800,
R3,emap3_Bn-3OMe_OCH2CH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,511.529,3.557,,2.794,91.480,0,6,11,-4.526,2,-6.096,4.200,
R3,emap3_Bn-3OMe_CH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,467.476,3.712,,3.027,82.250,0,5,8,-4.549,0,-5.989,5.400,
R3,emap3_Bn-3OMe_CH2CH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,481.503,3.582,,2.897,82.250,0,5,9,-4.488,0,-6.260,5.400,
R3,emap3_Bn-3OMe_OCH2CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,525.556,3.947,,3.184,91.480,0,6,12,-4.793,2,-6.434,4.200,
R3,emap3_Bn-3OMe_CH2CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,531.510,4.218,,3.532,82.250,0,5,9,-5.199,1,-6.369,4.200,
R3,emap3_Bn-3OMe_CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,517.483,4.348,,3.662,82.250,0,5,8,-5.259,1,-6.331,4.200,
R3,emap3_Bn-3OMe_CH2CH2CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,545.537,4.608,,3.922,82.250,0,5,10,-5.465,1,-5.517,3.600,
R3,emap3_Bn-3OMe_CH2CH2CF2CH3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,477.540,3.675,,2.990,82.250,0,5,9,-4.522,0,-6.297,5.400,
R3,emap3_Bn-3OMe_OCH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,547.509,4.149,,3.387,91.480,0,6,10,-5.189,2,-6.288,3.600,
R3,emap3_Bn-3OMe_OCH2CF2CH3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,493.539,3.607,,2.845,91.480,0,6,10,-4.512,1,-6.142,4.800,
R3,emap3_Bn-3OMe_OCH2CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,561.536,4.192,,3.429,91.480,0,6,11,-5.236,2,-6.243,3.000,
R3,emap3_Bn-3OMe_CH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,481.503,3.755,,3.069,82.250,0,5,9,-4.597,0,-5.363,5.400,
R3,emap3_Bn-3OMe_CH2CH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,495.530,3.625,,2.939,82.250,0,5,10,-4.536,0,-6.083,5.400,
R3,emap3_Bn-3OMe_OCH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,511.529,3.557,,2.794,91.480,0,6,11,-4.526,2,-6.145,4.200,
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,513.520,3.921,,3.235,82.250,0,5,10,-4.834,1,-6.310,4.800,
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,531.510,4.218,,3.532,82.250,0,5,9,-5.199,1,-6.085,4.200,
R3,emap3_Bn-3OMe_OCH2CH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,525.556,3.599,,2.837,91.480,0,6,12,-4.574,2,-6.062,4.200,
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,509.557,4.015,,3.330,82.250,0,5,11,-4.803,1,-6.056,4.200,
R3,emap3_Bn-3OMe_CH2CF2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,495.530,4.145,,3.460,82.250,0,5,10,-4.864,0,-6.072,4.800,
R3,emap3_Bn-3OMe_CH2CF2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,499.493,4.051,,3.365,82.250,0,5,9,-4.895,0,-6.411,4.800,
R3,emap3_Bn-3OMe_CH2CF2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,517.483,4.348,,3.662,82.250,0,5,8,-5.259,1,-6.205,4.200,
