round,ligand_id,smiles,MW,cLogP,logD7.4,logD7.4_est,TPSA,HBD,HBA,RotB,logS_ESOL_est,efflux_risk_0to2,E_dock,CNS_MPO_TE2052,Ki_note
R3,"emap3_Bn-3,4diCl_CH2CH2CF2H",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,520.367,4.881,,4.272,73.020,0,4,8,-5.613,1,,3.000,
R3,"emap3_Bn-3,4diCl_OCH2CH2CH2CHF2",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,564.420,5.245,,4.559,82.250,0,5,11,-5.918,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,570.374,5.516,,4.907,73.020,0,4,8,-6.323,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CF2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,556.347,5.646,,5.037,73.020,0,4,7,-6.384,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CH2CH2CF2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,584.401,5.906,,5.298,73.020,0,4,9,-6.590,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,516.404,4.974,,4.365,73.020,0,4,8,-5.647,1,,3.000,
R3,"emap3_Bn-3,4diCl_OCH2CF2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,586.373,5.448,,4.762,82.250,0,5,9,-6.313,2,,1.800,
R3,"emap3_Bn-3,4diCl_OCH2CF2CH3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,532.403,4.905,,4.220,82.250,0,5,9,-5.637,1,,3.000,
R3,"emap3_Bn-3,4diCl_OCH2CH2CF2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,600.400,5.490,,4.805,82.250,0,5,10,-6.361,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CF2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,520.367,5.053,,4.445,73.020,0,4,8,-5.722,1,,3.000,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,534.394,4.923,,4.315,73.020,0,4,9,-5.661,1,,3.000,
R3,"emap3_Bn-3,4diCl_OCH2CF2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,550.393,4.855,,4.169,82.250,0,5,10,-5.651,2,,2.400,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH2CHF2",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,552.384,5.219,,4.610,73.020,0,4,9,-5.959,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,570.374,5.516,,4.907,73.020,0,4,8,-6.323,2,,1.800,
R3,"emap3_Bn-3,4diCl_OCH2CH2CF2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,564.420,4.897,,4.212,82.250,0,5,11,-5.699,2,,2.400,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,548.421,5.313,,4.705,73.020,0,4,10,-5.928,2,,2.400,
R3,"emap3_Bn-3,4diCl_CH2CF2CH2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,534.394,5.443,,4.835,73.020,0,4,9,-5.988,2,,2.400,
R3,"emap3_Bn-3,4diCl_CH2CF2CH2CHF2",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,538.357,5.349,,4.740,73.020,0,4,8,-6.019,2,,2.400,
R3,"emap3_Bn-3,4diCl_CH2CF2CH2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,556.347,5.646,,5.037,73.020,0,4,7,-6.384,2,,1.800,
R3,"emap3_Bn-3,4diCl_OCH2CF2CH2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,564.420,5.245,,4.559,82.250,0,5,11,-5.918,2,,1.800,
R3,"emap3_Bn-3,4diCl_OCH2CH2CF2CH2CH2F",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,578.447,5.287,,4.602,82.250,0,5,12,-5.965,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH2CH2CHF2",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,566.411,5.609,,5.000,73.020,0,4,10,-6.225,2,,1.800,
R3,"emap3_Bn-3,4diCl_CH2CH2CF2CH2CH2CF3",CCN(Cc1c(Cl)ccc(Cl)c1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,584.401,5.906,,5.298,73.020,0,4,9,-6.590,2,,1.800,
R3,"emap3_Bn-3,5diCl_Me",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,470.360,4.153,,3.544,73.020,0,4,6,-4.976,0,,4.800,
R3,"emap3_Bn-3,5diCl_Et",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,484.387,4.635,,4.027,73.020,0,4,7,-5.302,1,,3.600,
R3,"emap3_Bn-3,5diCl_nPr",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,498.414,5.026,,4.417,73.020,0,4,8,-5.568,1,,3.600,
R3,"emap3_Bn-3,5diCl_nBu",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,512.441,5.416,,4.807,73.020,0,4,9,-5.835,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,488.350,4.543,,3.934,73.020,0,4,7,-5.268,0,,4.200,
R3,"emap3_Bn-3,5diCl_CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,502.377,4.585,,3.977,73.020,0,4,8,-5.315,1,,3.600,
R3,"emap3_Bn-3,5diCl_CH2CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,516.404,4.975,,4.367,73.020,0,4,9,-5.582,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,506.340,5.011,,4.402,73.020,0,4,7,-5.674,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,520.367,4.881,,4.272,73.020,0,4,8,-5.613,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2CH2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,534.394,5.271,,4.662,73.020,0,4,9,-5.880,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,524.330,5.092,,4.483,73.020,0,4,6,-5.903,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,538.357,5.178,,4.569,73.020,0,4,7,-5.978,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CH2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,552.384,5.568,,4.959,73.020,0,4,8,-6.245,2,,1.800,
R3,"emap3_Bn-3,5diCl_OCH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,504.349,4.474,,3.789,82.250,0,5,8,-5.258,1,,4.200,
R3,"emap3_Bn-3,5diCl_OCH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,536.366,4.812,,4.127,82.250,0,5,9,-5.603,1,,3.000,
R3,"emap3_Bn-3,5diCl_OCH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,554.356,5.109,,4.424,82.250,0,5,8,-5.968,2,,2.400,
R3,"emap3_Bn-3,5diCl_OCH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,518.376,4.517,,3.831,82.250,0,5,9,-5.305,1,,3.600,
R3,"emap3_Bn-3,5diCl_OCH2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,568.383,5.152,,4.466,82.250,0,5,9,-6.016,2,,2.400,
R3,"emap3_Bn-3,5diCl_OCH2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,550.393,4.855,,4.169,82.250,0,5,10,-5.651,2,,2.400,
R3,"emap3_Bn-3,5diCl_OCH2CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,532.403,4.559,,3.874,82.250,0,5,10,-5.353,1,,3.600,
R3,"emap3_Bn-3,5diCl_OCH2CH2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,582.410,5.542,,4.857,82.250,0,5,10,-6.282,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2SiMe3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,542.543,5.493,,4.884,73.020,0,4,8,-6.136,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CH2SiMe3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C,556.570,5.954,,5.345,73.020,0,4,9,-6.448,2,,1.800,
R3,"emap3_Bn-3,5diCl_OSiMe3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C,544.515,4.879,,4.194,82.250,0,5,8,-5.762,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2SiEt3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC,584.624,6.663,,6.055,73.020,0,4,11,-6.936,2,,1.800,
R3,"emap3_Bn-3,5diCl_tBu",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C,512.441,5.371,,4.762,73.020,0,4,6,-6.005,2,,2.400,
R3,"emap3_Bn-3,5diCl_BnCH2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C,560.485,5.972,,5.364,73.020,0,4,8,-6.550,2,,1.800,
R3,"emap3_Bn-3,5diCl_PhCH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF,564.448,6.074,,5.466,73.020,0,4,8,-6.638,2,,1.800,
R3,"emap3_Bn-3,5diCl_OCH2CF2H",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,536.366,4.812,,4.127,82.250,0,5,9,-5.603,1,,3.000,
R3,"emap3_Bn-3,5diCl_OCH2CH2CF2H",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,550.393,4.855,,4.169,82.250,0,5,10,-5.651,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CF2H",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,506.340,5.011,,4.402,73.020,0,4,7,-5.674,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2H",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,520.367,4.881,,4.272,73.020,0,4,8,-5.613,1,,3.000,
R3,"emap3_Bn-3,5diCl_OCH2CH2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,564.420,5.245,,4.559,82.250,0,5,11,-5.918,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,570.374,5.516,,4.907,73.020,0,4,8,-6.323,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CF2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,556.347,5.646,,5.037,73.020,0,4,7,-6.384,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CH2CH2CF2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,584.401,5.906,,5.298,73.020,0,4,9,-6.590,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,516.404,4.974,,4.365,73.020,0,4,8,-5.647,1,,3.000,
R3,"emap3_Bn-3,5diCl_OCH2CF2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,586.373,5.448,,4.762,82.250,0,5,9,-6.313,2,,1.800,
R3,"emap3_Bn-3,5diCl_OCH2CF2CH3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,532.403,4.905,,4.220,82.250,0,5,9,-5.637,1,,3.000,
R3,"emap3_Bn-3,5diCl_OCH2CH2CF2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,600.400,5.490,,4.805,82.250,0,5,10,-6.361,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CF2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,520.367,5.053,,4.445,73.020,0,4,8,-5.722,1,,3.000,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,534.394,4.923,,4.315,73.020,0,4,9,-5.661,1,,3.000,
R3,"emap3_Bn-3,5diCl_OCH2CF2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,550.393,4.855,,4.169,82.250,0,5,10,-5.651,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,552.384,5.219,,4.610,73.020,0,4,9,-5.959,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,570.374,5.516,,4.907,73.020,0,4,8,-6.323,2,,1.800,
R3,"emap3_Bn-3,5diCl_OCH2CH2CF2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,564.420,4.897,,4.212,82.250,0,5,11,-5.699,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,548.421,5.313,,4.705,73.020,0,4,10,-5.928,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CF2CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,534.394,5.443,,4.835,73.020,0,4,9,-5.988,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CF2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,538.357,5.349,,4.740,73.020,0,4,8,-6.019,2,,2.400,
R3,"emap3_Bn-3,5diCl_CH2CF2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,556.347,5.646,,5.037,73.020,0,4,7,-6.384,2,,1.800,
R3,"emap3_Bn-3,5diCl_OCH2CF2CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,564.420,5.245,,4.559,82.250,0,5,11,-5.918,2,,1.800,
R3,"emap3_Bn-3,5diCl_OCH2CH2CF2CH2CH2F",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,578.447,5.287,,4.602,82.250,0,5,12,-5.965,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH2CH2CHF2",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,566.411,5.609,,5.000,73.020,0,4,10,-6.225,2,,1.800,
R3,"emap3_Bn-3,5diCl_CH2CH2CF2CH2CH2CF3",CCN(Cc1c(Cl)cc(Cl)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,584.401,5.906,,5.298,73.020,0,4,9,-6.590,2,,1.800,
R3,emap3_Bn-4iPr_Me,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,443.551,3.969,,3.361,73.020,0,4,7,-4.629,0,-5.683,5.400,
R3,emap3_Bn-4iPr_Et,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,457.578,4.452,,3.844,73.020,0,4,8,-4.954,0,-5.746,4.800,
R3,emap3_Bn-4iPr_nPr,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,471.605,4.842,,4.234,73.020,0,4,9,-5.220,1,-4.896,3.600,
R3,emap3_Bn-4iPr_nBu,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,485.632,5.232,,4.624,73.020,0,4,10,-5.487,2,-4.692,3.000,
R3,emap3_Bn-4iPr_CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,461.541,4.359,,3.751,73.020,0,4,8,-4.920,0,-5.739,4.800,
R3,emap3_Bn-4iPr_CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,475.568,4.402,,3.793,73.020,0,4,9,-4.968,0,-4.797,4.800,
R3,emap3_Bn-4iPr_CH2CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,489.595,4.792,,4.183,73.020,0,4,10,-5.234,1,-5.144,3.600,
R3,emap3_Bn-4iPr_CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,479.531,4.827,,4.219,73.020,0,4,8,-5.326,1,-5.922,3.600,
R3,emap3_Bn-4iPr_CH2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,493.558,4.697,,4.089,73.020,0,4,9,-5.265,1,-6.756,3.600,
R3,emap3_Bn-4iPr_CH2CH2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,507.585,5.087,,4.479,73.020,0,4,10,-5.532,1,-6.627,3.000,
R3,emap3_Bn-4iPr_CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,497.521,4.908,,4.300,73.020,0,4,7,-5.555,1,-5.300,3.600,
R3,emap3_Bn-4iPr_CH2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,511.548,4.994,,4.386,73.020,0,4,8,-5.630,1,-5.208,3.000,
R3,emap3_Bn-4iPr_CH2CH2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,525.575,5.385,,4.776,73.020,0,4,9,-5.897,2,-5.441,2.400,
R3,emap3_Bn-4iPr_OCH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,477.540,4.291,,3.605,82.250,0,5,9,-4.910,0,-4.775,4.800,
R3,emap3_Bn-4iPr_OCH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,509.557,4.629,,3.943,82.250,0,5,10,-5.255,1,-5.254,3.600,
R3,emap3_Bn-4iPr_OCH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,527.547,4.926,,4.241,82.250,0,5,9,-5.620,1,-5.530,3.000,
R3,emap3_Bn-4iPr_OCH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,491.567,4.333,,3.648,82.250,0,5,10,-4.958,0,-5.431,4.800,
R3,emap3_Bn-4iPr_OCH2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,541.574,4.969,,4.283,82.250,0,5,10,-5.668,1,-5.362,3.000,
R3,emap3_Bn-4iPr_OCH2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,523.584,4.671,,3.986,82.250,0,5,11,-5.303,1,-5.041,3.600,
R3,emap3_Bn-4iPr_OCH2CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,505.594,4.376,,3.690,82.250,0,5,11,-5.005,1,-4.700,4.200,
R3,emap3_Bn-4iPr_OCH2CH2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,555.601,5.359,,4.673,82.250,0,5,11,-5.935,2,-5.658,1.800,
R3,emap3_Bn-4iPr_CH2SiMe3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,515.734,5.310,,4.701,73.020,0,4,9,-5.789,2,-4.768,2.400,
R3,emap3_Bn-4iPr_CH2CH2SiMe3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C,529.761,5.770,,5.162,73.020,0,4,10,-6.100,2,-4.824,2.400,
R3,emap3_Bn-4iPr_OSiMe3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C,517.706,4.696,,4.010,82.250,0,5,9,-5.414,1,-4.707,3.000,
R3,emap3_Bn-4iPr_CH2SiEt3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC,557.815,6.480,,5.871,73.020,0,4,12,-6.589,2,-5.121,1.800,
R3,emap3_Bn-4iPr_tBu,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C,485.632,5.187,,4.579,73.020,0,4,7,-5.657,2,-5.022,3.000,
