ligand_id,logD7.4_est,TPSA,E_dock
"emap3_Bn-3,5diCl_OCH2CH2CF2CF3",4.805,82.25,-6.52
"emap3_Bn-3,5diCl_CH2CF2CH2F",4.445,73.02,-6.328
"emap3_Bn-3,5diCl_CH2CH2CF2CH2F",4.315,73.02,-5.777
"emap3_Bn-3,5diCl_OCH2CF2CH2F",4.169,82.25,-6.12
"emap3_Bn-3,5diCl_CH2CH2CF2CH2CHF2",4.61,73.02,-6.383
"emap3_Bn-3,5diCl_CH2CH2CF2CH2CF3",4.907,73.02,-6.339
"emap3_Bn-3,5diCl_OCH2CH2CF2CH2F",4.212,82.25,-5.7
"emap3_Bn-3,5diCl_CH2CH2CF2CH2CH2F",4.705,73.02,-6.287
"emap3_Bn-3,5diCl_CH2CF2CH2CH2F",4.835,73.02,-6.602
"emap3_Bn-3,5diCl_CH2CF2CH2CHF2",4.74,73.02,-6.82
"emap3_Bn-3,5diCl_CH2CF2CH2CF3",5.037,73.02,-7.132
"emap3_Bn-3,5diCl_OCH2CF2CH2CH2F",4.559,82.25,-5.928
"emap3_Bn-3,5diCl_OCH2CH2CF2CH2CH2F",4.602,82.25,-5.001
"emap3_Bn-3,5diCl_CH2CH2CF2CH2CH2CHF2",5,73.02,-6.135
"emap3_Bn-3,5diCl_CH2CH2CF2CH2CH2CF3",5.298,73.02,-6.108
emap3_Bn-4iPr_Me,3.361,73.02,-5.683
emap3_Bn-4iPr_Et,3.844,73.02,-5.746
emap3_Bn-4iPr_nPr,4.234,73.02,-4.896
emap3_Bn-4iPr_nBu,4.624,73.02,-4.692
emap3_Bn-4iPr_CH2F,3.751,73.02,-5.739
emap3_Bn-4iPr_CH2CH2F,3.793,73.02,-4.797
emap3_Bn-4iPr_CH2CH2CH2F,4.183,73.02,-5.144
emap3_Bn-4iPr_CH2CHF2,4.219,73.02,-5.922
emap3_Bn-4iPr_CH2CH2CHF2,4.089,73.02,-6.756
emap3_Bn-4iPr_CH2CH2CH2CHF2,4.479,73.02,-6.627
emap3_Bn-4iPr_CH2CF3,4.3,73.02,-5.3
emap3_Bn-4iPr_CH2CH2CF3,4.386,73.02,-5.208
emap3_Bn-4iPr_CH2CH2CH2CF3,4.776,73.02,-5.441
emap3_Bn-4iPr_OCH2F,3.605,82.25,-4.775
emap3_Bn-4iPr_OCH2CHF2,3.943,82.25,-5.254
emap3_Bn-4iPr_OCH2CF3,4.241,82.25,-5.53
emap3_Bn-4iPr_OCH2CH2F,3.648,82.25,-5.431
emap3_Bn-4iPr_OCH2CH2CF3,4.283,82.25,-5.362
emap3_Bn-4iPr_OCH2CH2CHF2,3.986,82.25,-5.041
emap3_Bn-4iPr_OCH2CH2CH2F,3.69,82.25,-4.7
emap3_Bn-4iPr_OCH2CH2CH2CF3,4.673,82.25,-5.658
emap3_Bn-4iPr_CH2SiMe3,4.701,73.02,-4.768
emap3_Bn-4iPr_CH2CH2SiMe3,5.162,73.02,-4.824
emap3_Bn-4iPr_OSiMe3,4.01,82.25,-4.707
emap3_Bn-4iPr_CH2SiEt3,5.871,73.02,-5.121
emap3_Bn-4iPr_tBu,4.579,73.02,-5.022
emap3_Bn-4iPr_BnCH2,5.18,73.02,-6.126
emap3_Bn-4iPr_PhCH2F,5.282,73.02,-6.797
emap3_Bn-4iPr_OCH2CF2H,3.943,82.25,-6.625
emap3_Bn-4iPr_OCH2CH2CF2H,3.986,82.25,-6.655
emap3_Bn-4iPr_CH2CF2H,4.219,73.02,-5.966
emap3_Bn-4iPr_CH2CH2CF2H,4.089,73.02,-6.72
emap3_Bn-4iPr_OCH2CH2CH2CHF2,4.376,82.25,-5.296
emap3_Bn-4iPr_CH2CH2CF2CF3,4.724,73.02,-6.769
emap3_Bn-4iPr_CH2CF2CF3,4.854,73.02,-5.561
emap3_Bn-4iPr_CH2CH2CH2CF2CF3,5.114,73.02,-5.578
emap3_Bn-4iPr_CH2CH2CF2CH3,4.182,73.02,-6.556
emap3_Bn-4iPr_OCH2CF2CF3,4.579,82.25,-5.676
emap3_Bn-4iPr_OCH2CF2CH3,4.036,82.25,-5.389
emap3_Bn-4iPr_OCH2CH2CF2CF3,4.621,82.25,-5.821
emap3_Bn-4iPr_CH2CF2CH2F,4.261,73.02,-4.922
emap3_Bn-4iPr_CH2CH2CF2CH2F,4.131,73.02,-6.449
emap3_Bn-4iPr_OCH2CF2CH2F,3.986,82.25,-4.926
emap3_Bn-4iPr_CH2CH2CF2CH2CHF2,4.427,73.02,-5.366
emap3_Bn-4iPr_CH2CH2CF2CH2CF3,4.724,73.02,-6.75
emap3_Bn-4iPr_OCH2CH2CF2CH2F,4.028,82.25,-5.126
emap3_Bn-4iPr_CH2CH2CF2CH2CH2F,4.521,73.02,-6.361
emap3_Bn-4iPr_CH2CF2CH2CH2F,4.651,73.02,-6.472
emap3_Bn-4iPr_CH2CF2CH2CHF2,4.557,73.02,-4.914
emap3_Bn-4iPr_CH2CF2CH2CF3,4.854,73.02,-5.266
emap3_Bn-4iPr_OCH2CF2CH2CH2F,4.376,82.25,-5.51
emap3_Bn-4iPr_OCH2CH2CF2CH2CH2F,4.418,82.25,-5.135
emap3_Bn-4iPr_CH2CH2CF2CH2CH2CHF2,4.817,73.02,-6.546
emap3_Bn-4iPr_CH2CH2CF2CH2CH2CF3,5.114,73.02,-5.624
emap3_Bn-4CN_Me,1.911,96.81,-5.415
emap3_Bn-4CN_Et,2.394,96.81,-5.294
emap3_Bn-4CN_nPr,2.784,96.81,-5.102
emap3_Bn-4CN_nBu,3.174,96.81,-6.015
emap3_Bn-4CN_CH2F,2.301,96.81,-5.237
emap3_Bn-4CN_CH2CH2F,2.343,96.81,-5.641
emap3_Bn-4CN_CH2CH2CH2F,2.733,96.81,-6.104
emap3_Bn-4CN_CH2CHF2,2.769,96.81,-6.024
emap3_Bn-4CN_CH2CH2CHF2,2.639,96.81,-5.677
emap3_Bn-4CN_CH2CH2CH2CHF2,3.029,96.81,-5.611
emap3_Bn-4CN_CH2CF3,2.85,96.81,-6.049
emap3_Bn-4CN_CH2CH2CF3,2.936,96.81,-5.503
emap3_Bn-4CN_CH2CH2CH2CF3,3.326,96.81,-5.447
emap3_Bn-4CN_OCH2F,2.155,106.04,-5.617
emap3_Bn-4CN_OCH2CHF2,2.493,106.04,-5.726
emap3_Bn-4CN_OCH2CF3,2.791,106.04,-5.784
emap3_Bn-4CN_OCH2CH2F,2.198,106.04,-6.069
emap3_Bn-4CN_OCH2CH2CF3,2.833,106.04,-6.306
emap3_Bn-4CN_OCH2CH2CHF2,2.536,106.04,-5.617
emap3_Bn-4CN_OCH2CH2CH2F,2.24,106.04,-5.359
emap3_Bn-4CN_OCH2CH2CH2CF3,3.223,106.04,-5.842
emap3_Bn-4CN_CH2SiMe3,3.251,96.81,-5.399
emap3_Bn-4CN_CH2CH2SiMe3,3.712,96.81,-5.991
emap3_Bn-4CN_OSiMe3,2.56,106.04,-5.612
emap3_Bn-4CN_CH2SiEt3,4.421,96.81,-5.445
emap3_Bn-4CN_tBu,3.129,96.81,-5.668
emap3_Bn-4CN_BnCH2,3.73,96.81,-6.139
emap3_Bn-4CN_PhCH2F,3.832,96.81,-6.189
emap3_Bn-4CN_OCH2CF2H,2.493,106.04,-5.646
emap3_Bn-4CN_OCH2CH2CF2H,2.536,106.04,-5.423
emap3_Bn-4CN_CH2CF2H,2.769,96.81,-6.064
emap3_Bn-4CN_CH2CH2CF2H,2.639,96.81,-5.66
emap3_Bn-4CN_OCH2CH2CH2CHF2,2.926,106.04,-4.901
emap3_Bn-4CN_CH2CH2CF2CF3,3.274,96.81,-6.331
emap3_Bn-4CN_CH2CF2CF3,3.404,96.81,-5.606
emap3_Bn-4CN_CH2CH2CH2CF2CF3,3.664,96.81,-5.284
emap3_Bn-4CN_CH2CH2CF2CH3,2.732,96.81,-6.202
emap3_Bn-4CN_OCH2CF2CF3,3.129,106.04,-5.88
emap3_Bn-4CN_OCH2CF2CH3,2.586,106.04,-5.628
emap3_Bn-4CN_OCH2CH2CF2CF3,3.171,106.04,-5.425
emap3_Bn-4CN_CH2CF2CH2F,2.811,96.81,-6.129
emap3_Bn-4CN_CH2CH2CF2CH2F,2.681,96.81,-5.389
emap3_Bn-4CN_OCH2CF2CH2F,2.536,106.04,-6.22
emap3_Bn-4CN_CH2CH2CF2CH2CHF2,2.977,96.81,-5.652
emap3_Bn-4CN_CH2CH2CF2CH2CF3,3.274,96.81,-6.371
emap3_Bn-4CN_OCH2CH2CF2CH2F,2.578,106.04,-5.505
emap3_Bn-4CN_CH2CH2CF2CH2CH2F,3.071,96.81,-5.52
emap3_Bn-4CN_CH2CF2CH2CH2F,3.201,96.81,-6.207
emap3_Bn-4CN_CH2CF2CH2CHF2,3.107,96.81,-6.579
emap3_Bn-4CN_CH2CF2CH2CF3,3.404,96.81,-5.542
emap3_Bn-4CN_OCH2CF2CH2CH2F,2.926,106.04,-5.755
emap3_Bn-4CN_OCH2CH2CF2CH2CH2F,2.969,106.04,-4.975
emap3_Bn-4CN_CH2CH2CF2CH2CH2CHF2,3.367,96.81,-6.035
emap3_Bn-4CN_CH2CH2CF2CH2CH2CF3,3.664,96.81,-5.896
emap3_Bn-4SF5_Me,4.895,73.02,-7.271
emap3_Bn-4SF5_Et,5.378,73.02,-7.206
emap3_Bn-4SF5_nPr,5.768,73.02,-6.635
emap3_Bn-4SF5_nBu,6.158,73.02,-6.876
emap3_Bn-4SF5_CH2F,5.285,73.02,-7.301
emap3_Bn-4SF5_CH2CH2F,5.327,73.02,-7.68
emap3_Bn-4SF5_CH2CH2CH2F,5.717,73.02,-7.319
emap3_Bn-4SF5_CH2CHF2,5.753,73.02,-7.144
emap3_Bn-4SF5_CH2CH2CHF2,5.623,73.02,-8.249
emap3_Bn-4SF5_CH2CH2CH2CHF2,6.013,73.02,-7.19
emap3_Bn-4SF5_CH2CF3,5.834,73.02,-7.941
emap3_Bn-4SF5_CH2CH2CF3,5.92,73.02,-7.054
emap3_Bn-4SF5_CH2CH2CH2CF3,6.31,73.02,-7.411
emap3_Bn-4SF5_OCH2F,5.139,82.25,-7.568
emap3_Bn-4SF5_OCH2CHF2,5.477,82.25,-7.531
emap3_Bn-4SF5_OCH2CF3,5.775,82.25,-8.178
emap3_Bn-4SF5_OCH2CH2F,5.182,82.25,-7.919
emap3_Bn-4SF5_OCH2CH2CF3,5.817,82.25,-6.868
emap3_Bn-4SF5_OCH2CH2CHF2,5.52,82.25,-6.997
emap3_Bn-4SF5_OCH2CH2CH2F,5.224,82.25,-6.739
emap3_Bn-4SF5_OCH2CH2CH2CF3,6.207,82.25,-6.585
emap3_Bn-4SF5_CH2SiMe3,6.235,73.02,-6.45
emap3_Bn-4SF5_CH2CH2SiMe3,6.696,73.02,-7.16
emap3_Bn-4SF5_OSiMe3,5.544,82.25,-7.115
emap3_Bn-4SF5_CH2SiEt3,7.405,73.02,-6.722
emap3_Bn-4SF5_tBu,6.113,73.02,-7.124
emap3_Bn-4SF5_BnCH2,6.714,73.02,-6.739
emap3_Bn-4SF5_PhCH2F,6.816,73.02,-6.261
emap3_Bn-4SF5_OCH2CF2H,5.477,82.25,-7.532
emap3_Bn-4SF5_OCH2CH2CF2H,5.52,82.25,-6.863
emap3_Bn-4SF5_CH2CF2H,5.753,73.02,-7.161
emap3_Bn-4SF5_CH2CH2CF2H,5.623,73.02,-8.232
emap3_Bn-4SF5_OCH2CH2CH2CHF2,5.91,82.25,-6.073
emap3_Bn-4SF5_CH2CH2CF2CF3,6.258,73.02,-8.509
emap3_Bn-4SF5_CH2CF2CF3,6.388,73.02,-6.684
emap3_Bn-4SF5_CH2CH2CH2CF2CF3,6.648,73.02,-6.334
emap3_Bn-4SF5_CH2CH2CF2CH3,5.716,73.02,-7.673
emap3_Bn-4SF5_OCH2CF2CF3,6.113,82.25,-7.664
emap3_Bn-4SF5_OCH2CF2CH3,5.57,82.25,-7.619
emap3_Bn-4SF5_OCH2CH2CF2CF3,6.155,82.25,-7.011
emap3_Bn-4SF5_CH2CF2CH2F,5.795,73.02,-7.109
emap3_Bn-4SF5_CH2CH2CF2CH2F,5.665,73.02,-6.801
emap3_Bn-4SF5_OCH2CF2CH2F,5.52,82.25,-7.517
emap3_Bn-4SF5_CH2CH2CF2CH2CHF2,5.961,73.02,-7.509
emap3_Bn-4SF5_CH2CH2CF2CH2CF3,6.258,73.02,-8.387
emap3_Bn-4SF5_OCH2CH2CF2CH2F,5.562,82.25,-6.389
emap3_Bn-4SF5_CH2CH2CF2CH2CH2F,6.055,73.02,-7.083
emap3_Bn-4SF5_CH2CF2CH2CH2F,6.185,73.02,-7.393
emap3_Bn-4SF5_CH2CF2CH2CHF2,6.091,73.02,-6.95
emap3_Bn-4SF5_CH2CF2CH2CF3,6.388,73.02,-6.714
emap3_Bn-4SF5_OCH2CF2CH2CH2F,5.91,82.25,-6.053
emap3_Bn-4SF5_OCH2CH2CF2CH2CH2F,5.952,82.25,-6.711
emap3_Bn-4SF5_CH2CH2CF2CH2CH2CHF2,6.351,73.02,-6.998
emap3_Bn-4SF5_CH2CH2CF2CH2CH2CF3,6.648,73.02,-7.507
emap3_Bn-3SF5_Me,4.895,73.02,-7.151
emap3_Bn-3SF5_Et,5.378,73.02,-7.159
emap3_Bn-3SF5_nPr,5.768,73.02,-6.473
emap3_Bn-3SF5_nBu,6.158,73.02,-6.783
emap3_Bn-3SF5_CH2F,5.285,73.02,-8.06
emap3_Bn-3SF5_CH2CH2F,5.327,73.02,-6.532
emap3_Bn-3SF5_CH2CH2CH2F,5.717,73.02,-6.852
emap3_Bn-3SF5_CH2CHF2,5.753,73.02,-7.009
emap3_Bn-3SF5_CH2CH2CHF2,5.623,73.02,-6.553
emap3_Bn-3SF5_CH2CH2CH2CHF2,6.013,73.02,-6.914
emap3_Bn-3SF5_CH2CF3,5.834,73.02,-6.815
emap3_Bn-3SF5_CH2CH2CF3,5.92,73.02,-7.237
emap3_Bn-3SF5_CH2CH2CH2CF3,6.31,73.02,-7.858
emap3_Bn-3SF5_OCH2F,5.139,82.25,-6.077
emap3_Bn-3SF5_OCH2CHF2,5.477,82.25,-7.37
emap3_Bn-3SF5_OCH2CF3,5.775,82.25,-6.587
emap3_Bn-3SF5_OCH2CH2F,5.182,82.25,-7.015
emap3_Bn-3SF5_OCH2CH2CF3,5.817,82.25,-7.816
emap3_Bn-3SF5_OCH2CH2CHF2,5.52,82.25,-7.398
emap3_Bn-3SF5_OCH2CH2CH2F,5.224,82.25,-6.947
emap3_Bn-3SF5_OCH2CH2CH2CF3,6.207,82.25,-8.085
emap3_Bn-3SF5_CH2SiMe3,6.235,73.02,-6.756
emap3_Bn-3SF5_CH2CH2SiMe3,6.696,73.02,-7.478
emap3_Bn-3SF5_OSiMe3,5.544,82.25,-6.159
emap3_Bn-3SF5_CH2SiEt3,7.405,73.02,-7.802
emap3_Bn-3SF5_tBu,6.113,73.02,-6.866
emap3_Bn-3SF5_BnCH2,6.714,73.02,-8.907
emap3_Bn-3SF5_PhCH2F,6.816,73.02,-8.016
emap3_Bn-3SF5_OCH2CF2H,5.477,82.25,-7.373
emap3_Bn-3SF5_OCH2CH2CF2H,5.52,82.25,-7.308
emap3_Bn-3SF5_CH2CF2H,5.753,73.02,-7.039
emap3_Bn-3SF5_CH2CH2CF2H,5.623,73.02,-6.476
emap3_Bn-3SF5_OCH2CH2CH2CHF2,5.91,82.25,-7.14
emap3_Bn-3SF5_CH2CH2CF2CF3,6.258,73.02,-6.988
emap3_Bn-3SF5_CH2CF2CF3,6.388,73.02,-6.961
emap3_Bn-3SF5_CH2CH2CH2CF2CF3,6.648,73.02,-7.155
emap3_Bn-3SF5_CH2CH2CF2CH3,5.716,73.02,-6.541
emap3_Bn-3SF5_OCH2CF2CF3,6.113,82.25,-7.387
emap3_Bn-3SF5_OCH2CF2CH3,5.57,82.25,-6.954
emap3_Bn-3SF5_OCH2CH2CF2CF3,6.155,82.25,-7.296
emap3_Bn-3SF5_CH2CF2CH2F,5.795,73.02,-7.652
emap3_Bn-3SF5_CH2CH2CF2CH2F,5.665,73.02,-6.478
emap3_Bn-3SF5_OCH2CF2CH2F,5.52,82.25,-6.203
emap3_Bn-3SF5_CH2CH2CF2CH2CHF2,5.961,73.02,-7.911
emap3_Bn-3SF5_CH2CH2CF2CH2CF3,6.258,73.02,-7.006
emap3_Bn-3SF5_OCH2CH2CF2CH2F,5.562,82.25,-7.081
emap3_Bn-3SF5_CH2CH2CF2CH2CH2F,6.055,73.02,-6.72
emap3_Bn-3SF5_CH2CF2CH2CH2F,6.185,73.02,-7.191
emap3_Bn-3SF5_CH2CF2CH2CHF2,6.091,73.02,-7.483
emap3_Bn-3SF5_CH2CF2CH2CF3,6.388,73.02,-6.982
emap3_Bn-3SF5_OCH2CF2CH2CH2F,5.91,82.25,-6.681
emap3_Bn-3SF5_OCH2CH2CF2CH2CH2F,5.952,82.25,-7.513
emap3_Bn-3SF5_CH2CH2CF2CH2CH2CHF2,6.351,73.02,-8.472
emap3_Bn-3SF5_CH2CH2CF2CH2CH2CF3,6.648,73.02,-7.233
emap3_Bn-4OCF2H_Me,2.762,82.25,-5.783
emap3_Bn-4OCF2H_Et,3.245,82.25,-1.458
emap3_Bn-4OCF2H_nPr,3.635,82.25,-6.313
emap3_Bn-4OCF2H_nBu,4.025,82.25,-6.335
emap3_Bn-4OCF2H_CH2F,3.152,82.25,-4.877
emap3_Bn-4OCF2H_CH2CH2F,3.194,82.25,-6.082
emap3_Bn-4OCF2H_CH2CH2CH2F,3.584,82.25,-6.155
emap3_Bn-4OCF2H_CH2CHF2,3.62,82.25,-4.973
emap3_Bn-4OCF2H_CH2CH2CHF2,3.49,82.25,-4.97
emap3_Bn-4OCF2H_CH2CH2CH2CHF2,3.88,82.25,-5.846
emap3_Bn-4OCF2H_CH2CF3,3.701,82.25,-6.219
emap3_Bn-4OCF2H_CH2CH2CF3,3.787,82.25,-6.333
emap3_Bn-4OCF2H_CH2CH2CH2CF3,4.177,82.25,-6.194
emap3_Bn-4OCF2H_OCH2F,3.006,91.48,-6.27
emap3_Bn-4OCF2H_OCH2CHF2,3.344,91.48,-6.199
emap3_Bn-4OCF2H_OCH2CF3,3.642,91.48,-6.156
emap3_Bn-4OCF2H_OCH2CH2F,3.049,91.48,-4.737
emap3_Bn-4OCF2H_OCH2CH2CF3,3.684,91.48,-5.83
emap3_Bn-4OCF2H_OCH2CH2CHF2,3.387,91.48,-5.908
emap3_Bn-4OCF2H_OCH2CH2CH2F,3.091,91.48,-6.012
emap3_Bn-4OCF2H_OCH2CH2CH2CF3,4.074,91.48,-6.117
emap3_Bn-4OCF2H_CH2SiMe3,4.102,82.25,-5.608
emap3_Bn-4OCF2H_CH2CH2SiMe3,4.563,82.25,-5.977
emap3_Bn-4OCF2H_OSiMe3,3.411,91.48,-5.589
emap3_Bn-4OCF2H_CH2SiEt3,5.272,82.25,-5.424
emap3_Bn-4OCF2H_tBu,3.98,82.25,-6.337
emap3_Bn-4OCF2H_BnCH2,4.581,82.25,-6.489
emap3_Bn-4OCF2H_PhCH2F,4.683,82.25,-5.726
emap3_Bn-4OCF2H_OCH2CF2H,3.344,91.48,-6.244
emap3_Bn-4OCF2H_OCH2CH2CF2H,3.387,91.48,-5.798
emap3_Bn-4OCF2H_CH2CF2H,3.62,82.25,-4.929
emap3_Bn-4OCF2H_CH2CH2CF2H,3.49,82.25,-4.992
emap3_Bn-4OCF2H_OCH2CH2CH2CHF2,3.777,91.48,-6.123
emap3_Bn-4OCF2H_CH2CH2CF2CF3,4.125,82.25,-6.307
emap3_Bn-4OCF2H_CH2CF2CF3,4.255,82.25,-6.315
emap3_Bn-4OCF2H_CH2CH2CH2CF2CF3,4.515,82.25,-6.045
emap3_Bn-4OCF2H_CH2CH2CF2CH3,3.583,82.25,-4.921
emap3_Bn-4OCF2H_OCH2CF2CF3,3.98,91.48,-5.722
emap3_Bn-4OCF2H_OCH2CF2CH3,3.437,91.48,-6.14
emap3_Bn-4OCF2H_OCH2CH2CF2CF3,4.022,91.48,-6.004
emap3_Bn-4OCF2H_CH2CF2CH2F,3.662,82.25,-4.772
emap3_Bn-4OCF2H_CH2CH2CF2CH2F,3.532,82.25,-6.164
emap3_Bn-4OCF2H_OCH2CF2CH2F,3.387,91.48,-5.892
emap3_Bn-4OCF2H_CH2CH2CF2CH2CHF2,3.828,82.25,-5.915
emap3_Bn-4OCF2H_CH2CH2CF2CH2CF3,4.125,82.25,-6.29
emap3_Bn-4OCF2H_OCH2CH2CF2CH2F,3.429,91.48,-5.563
emap3_Bn-4OCF2H_CH2CH2CF2CH2CH2F,3.922,82.25,-6.045
emap3_Bn-4OCF2H_CH2CF2CH2CH2F,4.052,82.25,-5.807
emap3_Bn-4OCF2H_CH2CF2CH2CHF2,3.958,82.25,-5.681
emap3_Bn-4OCF2H_CH2CF2CH2CF3,4.255,82.25,-5.941
emap3_Bn-4OCF2H_OCH2CF2CH2CH2F,3.777,91.48,-5.963
emap3_Bn-4OCF2H_OCH2CH2CF2CH2CH2F,3.82,91.48,-6.133
emap3_Bn-4OCF2H_CH2CH2CF2CH2CH2CHF2,4.218,82.25,-6.136
emap3_Bn-4OCF2H_CH2CH2CF2CH2CH2CF3,4.515,82.25,-6.409
emap3_Bn-4OCF2CF3_Me,3.397,82.25,-5.268
emap3_Bn-4OCF2CF3_Et,3.88,82.25,-5.123
emap3_Bn-4OCF2CF3_nPr,4.27,82.25,-6.379
emap3_Bn-4OCF2CF3_nBu,4.66,82.25,-5.849
emap3_Bn-4OCF2CF3_CH2F,3.787,82.25,-5.33
emap3_Bn-4OCF2CF3_CH2CH2F,3.829,82.25,-5.782
emap3_Bn-4OCF2CF3_CH2CH2CH2F,4.22,82.25,-5.25
emap3_Bn-4OCF2CF3_CH2CHF2,4.255,82.25,-5.711
emap3_Bn-4OCF2CF3_CH2CH2CHF2,4.125,82.25,-6.665
emap3_Bn-4OCF2CF3_CH2CH2CH2CHF2,4.515,82.25,-5.032
emap3_Bn-4OCF2CF3_CH2CF3,4.336,82.25,-5.683
emap3_Bn-4OCF2CF3_CH2CH2CF3,4.422,82.25,-5.686
emap3_Bn-4OCF2CF3_CH2CH2CH2CF3,4.812,82.25,-5.391
emap3_Bn-4OCF2CF3_OCH2F,3.642,91.48,-6.358
emap3_Bn-4OCF2CF3_OCH2CHF2,3.98,91.48,-6.094
emap3_Bn-4OCF2CF3_OCH2CF3,4.277,91.48,-6.452
emap3_Bn-4OCF2CF3_OCH2CH2F,3.684,91.48,-6.431
emap3_Bn-4OCF2CF3_OCH2CH2CF3,4.319,91.48,-5.771
emap3_Bn-4OCF2CF3_OCH2CH2CHF2,4.022,91.48,-6.231
emap3_Bn-4OCF2CF3_OCH2CH2CH2F,3.727,91.48,-6.139
emap3_Bn-4OCF2CF3_OCH2CH2CH2CF3,4.71,91.48,-6.97
emap3_Bn-4OCF2CF3_CH2SiMe3,4.737,82.25,-6.656
emap3_Bn-4OCF2CF3_CH2CH2SiMe3,5.198,82.25,-6.214
emap3_Bn-4OCF2CF3_OSiMe3,4.047,91.48,-6.47
emap3_Bn-4OCF2CF3_CH2SiEt3,5.908,82.25,-5.67
emap3_Bn-4OCF2CF3_tBu,4.615,82.25,-5.814
emap3_Bn-4OCF2CF3_BnCH2,5.217,82.25,-5.9
emap3_Bn-4OCF2CF3_PhCH2F,5.319,82.25,-6.406
emap3_Bn-4OCF2CF3_OCH2CF2H,3.98,91.48,-6.678
emap3_Bn-4OCF2CF3_OCH2CH2CF2H,4.022,91.48,-6.081
emap3_Bn-4OCF2CF3_CH2CF2H,4.255,82.25,-5.098
emap3_Bn-4OCF2CF3_CH2CH2CF2H,4.125,82.25,-5.167
emap3_Bn-4OCF2CF3_OCH2CH2CH2CHF2,4.412,91.48,-5.771
emap3_Bn-4OCF2CF3_CH2CH2CF2CF3,4.76,82.25,-6.172
emap3_Bn-4OCF2CF3_CH2CF2CF3,4.89,82.25,-5.099
emap3_Bn-4OCF2CF3_CH2CH2CH2CF2CF3,5.15,82.25,-6.883
emap3_Bn-4OCF2CF3_CH2CH2CF2CH3,4.218,82.25,-6.685
emap3_Bn-4OCF2CF3_OCH2CF2CF3,4.615,91.48,-6.415
emap3_Bn-4OCF2CF3_OCH2CF2CH3,4.073,91.48,-4.891
emap3_Bn-4OCF2CF3_OCH2CH2CF2CF3,4.658,91.48,-6.832
emap3_Bn-4OCF2CF3_CH2CF2CH2F,4.298,82.25,-6.369
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2F,4.168,82.25,-6.253
emap3_Bn-4OCF2CF3_OCH2CF2CH2F,4.022,91.48,-5.727
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CHF2,4.463,82.25,-6.119
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CF3,4.76,82.25,-6.166
emap3_Bn-4OCF2CF3_OCH2CH2CF2CH2F,4.065,91.48,-5.89
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CH2F,4.558,82.25,-5.454
emap3_Bn-4OCF2CF3_CH2CF2CH2CH2F,4.688,82.25,-6.006
emap3_Bn-4OCF2CF3_CH2CF2CH2CHF2,4.593,82.25,-6.75
emap3_Bn-4OCF2CF3_CH2CF2CH2CF3,4.89,82.25,-7.061
emap3_Bn-4OCF2CF3_OCH2CF2CH2CH2F,4.412,91.48,-6.015
emap3_Bn-4OCF2CF3_OCH2CH2CF2CH2CH2F,4.455,91.48,-6.552
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CH2CHF2,4.853,82.25,-5.913
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CH2CF3,5.15,82.25,-5.654
emap3_Bn-4OCF2Ph_Me,4.207,82.25,-5.136
emap3_Bn-4OCF2Ph_Et,4.69,82.25,-6.511
emap3_Bn-4OCF2Ph_nPr,5.08,82.25,-6.765
emap3_Bn-4OCF2Ph_nBu,5.47,82.25,-6.693
emap3_Bn-4OCF2Ph_CH2F,4.597,82.25,-5.273
emap3_Bn-4OCF2Ph_CH2CH2F,4.64,82.25,-5.054
emap3_Bn-4OCF2Ph_CH2CH2CH2F,5.03,82.25,-6.068
emap3_Bn-4OCF2Ph_CH2CHF2,5.065,82.25,-5.352
emap3_Bn-4OCF2Ph_CH2CH2CHF2,4.935,82.25,-6.982
emap3_Bn-4OCF2Ph_CH2CH2CH2CHF2,5.326,82.25,-6.76
emap3_Bn-4OCF2Ph_CH2CF3,5.147,82.25,-6.048
emap3_Bn-4OCF2Ph_CH2CH2CF3,5.233,82.25,-6.604
emap3_Bn-4OCF2Ph_CH2CH2CH2CF3,5.623,82.25,-6.218
emap3_Bn-4OCF2Ph_OCH2F,4.452,91.48,-7.018
emap3_Bn-4OCF2Ph_OCH2CHF2,4.79,91.48,-6.468
emap3_Bn-4OCF2Ph_OCH2CF3,5.087,91.48,-7.003
emap3_Bn-4OCF2Ph_OCH2CH2F,4.495,91.48,-6.649
emap3_Bn-4OCF2Ph_OCH2CH2CF3,5.13,91.48,-6.606
emap3_Bn-4OCF2Ph_OCH2CH2CHF2,4.833,91.48,-6.637
emap3_Bn-4OCF2Ph_OCH2CH2CH2F,4.537,91.48,-6.526
emap3_Bn-4OCF2Ph_OCH2CH2CH2CF3,5.52,91.48,-6.787
emap3_Bn-4OCF2Ph_CH2SiMe3,5.548,82.25,-6.416
emap3_Bn-4OCF2Ph_CH2CH2SiMe3,6.009,82.25,-5.056
emap3_Bn-4OCF2Ph_OSiMe3,4.857,91.48,-6.039
emap3_Bn-4OCF2Ph_CH2SiEt3,6.718,82.25,-6.425
emap3_Bn-4OCF2Ph_tBu,5.425,82.25,-6.008
emap3_Bn-4OCF2Ph_BnCH2,6.027,82.25,-6.211
